latency,type,dataset,third,N1,resp
2247355.3,44,NeoRec_2018-07-09_16-19-17,1,7.25507,high
2247465.3,44,NeoRec_2018-07-09_16-19-17,1,-5.263469,high
2247552.1,44,NeoRec_2018-07-09_16-19-17,1,-5.482025,high
2247643.1,44,NeoRec_2018-07-09_16-19-17,1,6.265451,high
2247751.7,44,NeoRec_2018-07-09_16-19-17,1,1.246355,high
2247864.5,44,NeoRec_2018-07-09_16-19-17,1,0.6834903,high
2247977.6,44,NeoRec_2018-07-09_16-19-17,1,-3.43023,high
2248093.2,44,NeoRec_2018-07-09_16-19-17,1,-0.6070362,high
2248175.4,44,NeoRec_2018-07-09_16-19-17,1,0.6267276,high
2248271.8,44,NeoRec_2018-07-09_16-19-17,1,5.927573,high
2248371,44,NeoRec_2018-07-09_16-19-17,1,-1.880125,high
2248476.9,44,NeoRec_2018-07-09_16-19-17,1,7.308733,high
2248565.7,44,NeoRec_2018-07-09_16-19-17,1,-4.532982,high
2248671.9,44,NeoRec_2018-07-09_16-19-17,1,-5.019165,high
2248782.3,44,NeoRec_2018-07-09_16-19-17,1,-6.350381,high
2248891.3,44,NeoRec_2018-07-09_16-19-17,1,-3.741015,high
2248982.9,44,NeoRec_2018-07-09_16-19-17,1,0.4825817,high
2249064,44,NeoRec_2018-07-09_16-19-17,1,6.27275,high
2249157.8,44,NeoRec_2018-07-09_16-19-17,1,2.288465,high
2249266.2,44,NeoRec_2018-07-09_16-19-17,1,5.315738,high
2249348.2,44,NeoRec_2018-07-09_16-19-17,1,-8.477141,high
2249442,44,NeoRec_2018-07-09_16-19-17,1,-3.727047,high
2249532,44,NeoRec_2018-07-09_16-19-17,1,-1.489135,high
2249645.3,44,NeoRec_2018-07-09_16-19-17,2,-5.505654,high
2249746.3,44,NeoRec_2018-07-09_16-19-17,2,-0.1999637,high
2249864.9,44,NeoRec_2018-07-09_16-19-17,2,0.336671,high
2249978.7,44,NeoRec_2018-07-09_16-19-17,2,-8.274088,high
2250069.5,44,NeoRec_2018-07-09_16-19-17,2,6.007475,high
2250163.9,44,NeoRec_2018-07-09_16-19-17,2,1.989183,high
2250245,44,NeoRec_2018-07-09_16-19-17,2,-1.146823,high
2250355.6,44,NeoRec_2018-07-09_16-19-17,2,-6.079207,high
2250438.8,44,NeoRec_2018-07-09_16-19-17,2,1.976206,high
2250548.8,44,NeoRec_2018-07-09_16-19-17,2,-1.501292,high
2250654.8,44,NeoRec_2018-07-09_16-19-17,2,1.868482,high
2250751,44,NeoRec_2018-07-09_16-19-17,2,-8.544743,high
2250869.1,44,NeoRec_2018-07-09_16-19-17,2,3.990801,high
2250951.3,44,NeoRec_2018-07-09_16-19-17,2,5.839354,high
2251042.3,44,NeoRec_2018-07-09_16-19-17,2,-3.778657,high
2251123.3,44,NeoRec_2018-07-09_16-19-17,2,11.66674,high
2251241.3,44,NeoRec_2018-07-09_16-19-17,2,-2.921031,high
2251343.2,44,NeoRec_2018-07-09_16-19-17,2,1.372859,high
2251451.2,44,NeoRec_2018-07-09_16-19-17,2,0.1897537,high
2251543.4,44,NeoRec_2018-07-09_16-19-17,2,10.4228,high
2251636.2,44,NeoRec_2018-07-09_16-19-17,2,1.692355,high
2251724.2,44,NeoRec_2018-07-09_16-19-17,2,-1.980964,high
2251835,44,NeoRec_2018-07-09_16-19-17,2,-3.935034,high
2251944.7,44,NeoRec_2018-07-09_16-19-17,2,-3.246872,high
2252037.3,44,NeoRec_2018-07-09_16-19-17,2,-7.909547,high
2252145.7,44,NeoRec_2018-07-09_16-19-17,2,0.2647596,high
2252247.3,44,NeoRec_2018-07-09_16-19-17,2,1.120872,high
2252336.5,44,NeoRec_2018-07-09_16-19-17,2,-1.793064,high
2252432.1,44,NeoRec_2018-07-09_16-19-17,2,-1.87324,high
2252517,44,NeoRec_2018-07-09_16-19-17,2,6.228375,high
2252616.2,44,NeoRec_2018-07-09_16-19-17,2,-1.740213,high
2252707.4,44,NeoRec_2018-07-09_16-19-17,2,-1.807013,high
2252791.8,44,NeoRec_2018-07-09_16-19-17,2,-2.56499,high
2252875.8,44,NeoRec_2018-07-09_16-19-17,2,-2.509013,high
2252994,44,NeoRec_2018-07-09_16-19-17,2,-1.877137,high
2253094.5,44,NeoRec_2018-07-09_16-19-17,2,-6.349171,high
2253212.7,44,NeoRec_2018-07-09_16-19-17,2,-4.169768,high
2253304.9,44,NeoRec_2018-07-09_16-19-17,2,-1.235242,high
2253404.7,44,NeoRec_2018-07-09_16-19-17,2,2.333646,high
2253507.3,44,NeoRec_2018-07-09_16-19-17,2,-2.975891,high
2253589.3,44,NeoRec_2018-07-09_16-19-17,2,-2.711929,high
2253681.4,44,NeoRec_2018-07-09_16-19-17,2,-4.642027,high
2253767,44,NeoRec_2018-07-09_16-19-17,2,-10.46818,high
2253886.8,44,NeoRec_2018-07-09_16-19-17,2,-2.415884,high
2253983,44,NeoRec_2018-07-09_16-19-17,2,-11.13822,high
2254082.2,44,NeoRec_2018-07-09_16-19-17,2,1.396341,high
2254163.2,44,NeoRec_2018-07-09_16-19-17,2,-7.994916,high
2254263.7,44,NeoRec_2018-07-09_16-19-17,2,-0.08786239,high
2254366.3,44,NeoRec_2018-07-09_16-19-17,2,-1.022824,high
2254462.7,44,NeoRec_2018-07-09_16-19-17,2,5.473345,high
2254554.7,44,NeoRec_2018-07-09_16-19-17,2,-5.054271,high
2254648.3,44,NeoRec_2018-07-09_16-19-17,2,-0.8771492,high
2254747.9,44,NeoRec_2018-07-09_16-19-17,2,-6.79878,high
2254843.4,44,NeoRec_2018-07-09_16-19-17,2,3.860256,high
2254942,44,NeoRec_2018-07-09_16-19-17,3,3.360768,high
2255022,44,NeoRec_2018-07-09_16-19-17,3,-0.6039173,high
2255123.2,44,NeoRec_2018-07-09_16-19-17,3,9.222792,high
2255230.4,44,NeoRec_2018-07-09_16-19-17,3,5.4548,high
2255324.4,44,NeoRec_2018-07-09_16-19-17,3,0.06766909,high
2255418.7,44,NeoRec_2018-07-09_16-19-17,3,-3.935182,high
2255505.1,44,NeoRec_2018-07-09_16-19-17,3,6.482553,high
2255595.3,44,NeoRec_2018-07-09_16-19-17,3,-0.1279276,high
2255688.9,44,NeoRec_2018-07-09_16-19-17,3,-9.559848,high
2255794.5,44,NeoRec_2018-07-09_16-19-17,3,1.906407,high
2255894.5,44,NeoRec_2018-07-09_16-19-17,3,3.796627,high
2255983.8,44,NeoRec_2018-07-09_16-19-17,3,-8.363404,high
2256082.2,44,NeoRec_2018-07-09_16-19-17,3,6.857973,high
2256168,44,NeoRec_2018-07-09_16-19-17,3,-5.268013,high
2256284.4,44,NeoRec_2018-07-09_16-19-17,3,8.047715,high
2256388.4,44,NeoRec_2018-07-09_16-19-17,3,0.3442315,high
2256476.8,44,NeoRec_2018-07-09_16-19-17,3,4.688254,high
2256557.7,44,NeoRec_2018-07-09_16-19-17,3,-7.401648,high
2256655.3,44,NeoRec_2018-07-09_16-19-17,3,3.248958,high
2256736.9,44,NeoRec_2018-07-09_16-19-17,3,4.595164,high
2256853.7,44,NeoRec_2018-07-09_16-19-17,3,-4.093169,high
2256954.7,44,NeoRec_2018-07-09_16-19-17,3,-0.2929792,high
2257063.3,44,NeoRec_2018-07-09_16-19-17,3,-1.871206,high
2257148,44,NeoRec_2018-07-09_16-19-17,3,0.5678177,high
2257258.4,44,NeoRec_2018-07-09_16-19-17,3,-2.997361,high
2257341,44,NeoRec_2018-07-09_16-19-17,3,-0.9670548,high
2268427.2,45,NeoRec_2018-07-09_16-19-17,1,-2.660774,high
2268531.6,45,NeoRec_2018-07-09_16-19-17,1,-6.153337,high
2268624.4,45,NeoRec_2018-07-09_16-19-17,1,1.199685,high
2268736.7,45,NeoRec_2018-07-09_16-19-17,1,2.070783,high
2268826.5,45,NeoRec_2018-07-09_16-19-17,1,-11.03265,high
2268921.7,45,NeoRec_2018-07-09_16-19-17,1,1.813705,high
2269025.3,45,NeoRec_2018-07-09_16-19-17,1,4.863791,high
2269106.7,45,NeoRec_2018-07-09_16-19-17,1,1.796036,high
2269206.3,45,NeoRec_2018-07-09_16-19-17,2,-6.998227,high
2269295.8,45,NeoRec_2018-07-09_16-19-17,2,13.65112,high
2269376.6,45,NeoRec_2018-07-09_16-19-17,2,-3.862319,high
2269495.8,45,NeoRec_2018-07-09_16-19-17,2,-5.680852,high
2269582.4,45,NeoRec_2018-07-09_16-19-17,2,2.759254,high
2269682.4,45,NeoRec_2018-07-09_16-19-17,2,-3.470948,high
2269771.2,45,NeoRec_2018-07-09_16-19-17,2,2.366001,high
2269883.1,45,NeoRec_2018-07-09_16-19-17,2,-11.92166,high
2269965.9,45,NeoRec_2018-07-09_16-19-17,2,7.301529,high
2270072.7,45,NeoRec_2018-07-09_16-19-17,2,1.336532,high
2270188.7,45,NeoRec_2018-07-09_16-19-17,2,0.4963811,high
2270306.3,45,NeoRec_2018-07-09_16-19-17,2,-1.497886,high
2270393.8,45,NeoRec_2018-07-09_16-19-17,2,11.84558,high
2270501.2,45,NeoRec_2018-07-09_16-19-17,2,-5.568594,high
2270588,45,NeoRec_2018-07-09_16-19-17,2,-2.847275,high
2270676.4,45,NeoRec_2018-07-09_16-19-17,2,2.013818,high
2270783.2,45,NeoRec_2018-07-09_16-19-17,2,5.776402,high
2270877,45,NeoRec_2018-07-09_16-19-17,3,0.9843605,high
2270981.3,45,NeoRec_2018-07-09_16-19-17,3,0.04615943,high
2271085.1,45,NeoRec_2018-07-09_16-19-17,3,1.319937,high
2271186.7,45,NeoRec_2018-07-09_16-19-17,3,5.008125,high
2271269.9,45,NeoRec_2018-07-09_16-19-17,3,5.461514,high
2271389.7,45,NeoRec_2018-07-09_16-19-17,3,-8.129109,high
2271494.1,45,NeoRec_2018-07-09_16-19-17,3,6.883374,high
2271612.6,45,NeoRec_2018-07-09_16-19-17,3,-1.852832,high
2279853.8,46,NeoRec_2018-07-09_16-19-17,1,-3.804912,high
2279949,46,NeoRec_2018-07-09_16-19-17,1,-5.632314,high
2280059.2,46,NeoRec_2018-07-09_16-19-17,1,0.8737032,high
2280175.8,46,NeoRec_2018-07-09_16-19-17,1,-10.64646,high
2280281.9,46,NeoRec_2018-07-09_16-19-17,1,-0.8100755,high
2280376.7,46,NeoRec_2018-07-09_16-19-17,1,-4.424217,high
2280463.1,46,NeoRec_2018-07-09_16-19-17,1,7.941849,high
2280570.1,46,NeoRec_2018-07-09_16-19-17,1,-1.176527,high
2280687.3,46,NeoRec_2018-07-09_16-19-17,1,-5.547566,high
2280794.8,46,NeoRec_2018-07-09_16-19-17,1,14.12248,high
2280893.4,46,NeoRec_2018-07-09_16-19-17,1,-1.281939,high
2281003.2,46,NeoRec_2018-07-09_16-19-17,1,5.451237,high
2281108.2,46,NeoRec_2018-07-09_16-19-17,1,6.22933,high
2281191.8,46,NeoRec_2018-07-09_16-19-17,1,0.1319969,high
2281284.6,46,NeoRec_2018-07-09_16-19-17,1,-5.356123,high
2281398.9,46,NeoRec_2018-07-09_16-19-17,1,-1.424047,high
2281503.5,46,NeoRec_2018-07-09_16-19-17,1,-0.5930642,high
2281592.5,46,NeoRec_2018-07-09_16-19-17,1,-2.613122,high
2281703.3,46,NeoRec_2018-07-09_16-19-17,1,-3.985105,high
2281815.5,46,NeoRec_2018-07-09_16-19-17,1,3.712062,high
2281933.7,46,NeoRec_2018-07-09_16-19-17,2,8.486059,high
2282042.6,46,NeoRec_2018-07-09_16-19-17,2,-3.404937,high
2282132.6,46,NeoRec_2018-07-09_16-19-17,2,7.221959,high
2282212.8,46,NeoRec_2018-07-09_16-19-17,2,10.45564,high
2282321.8,46,NeoRec_2018-07-09_16-19-17,2,-1.637642,high
2282419,46,NeoRec_2018-07-09_16-19-17,2,4.743774,high
2282527.3,46,NeoRec_2018-07-09_16-19-17,2,-10.44492,high
2282638.5,46,NeoRec_2018-07-09_16-19-17,2,-9.457672,high
2282733.1,46,NeoRec_2018-07-09_16-19-17,2,1.4761,high
2282817.1,46,NeoRec_2018-07-09_16-19-17,2,-3.759057,high
2282907.3,46,NeoRec_2018-07-09_16-19-17,2,3.224368,high
2283002.3,46,NeoRec_2018-07-09_16-19-17,2,4.034414,high
2283110.6,46,NeoRec_2018-07-09_16-19-17,2,6.595049,high
2283201.2,46,NeoRec_2018-07-09_16-19-17,2,1.501588,high
2283285.2,46,NeoRec_2018-07-09_16-19-17,2,-8.967957,high
2283402.8,46,NeoRec_2018-07-09_16-19-17,2,-5.112435,high
2283520.8,46,NeoRec_2018-07-09_16-19-17,2,5.756501,high
2283639.9,46,NeoRec_2018-07-09_16-19-17,2,-2.998023,high
2283753.5,46,NeoRec_2018-07-09_16-19-17,2,-14.73233,high
2283842.5,46,NeoRec_2018-07-09_16-19-17,2,9.92869,high
2283960.9,46,NeoRec_2018-07-09_16-19-17,2,12.08542,high
2284041.3,46,NeoRec_2018-07-09_16-19-17,2,-7.866186,high
2284161.1,46,NeoRec_2018-07-09_16-19-17,2,-3.007391,high
2284254.6,46,NeoRec_2018-07-09_16-19-17,2,-2.714305,high
2284372.2,46,NeoRec_2018-07-09_16-19-17,2,-9.116345,high
2284457,46,NeoRec_2018-07-09_16-19-17,2,0.8593832,high
2284576,46,NeoRec_2018-07-09_16-19-17,2,-4.474433,high
2284664.2,46,NeoRec_2018-07-09_16-19-17,2,-6.368691,high
2284764,46,NeoRec_2018-07-09_16-19-17,2,13.92934,high
2284850.9,46,NeoRec_2018-07-09_16-19-17,2,0.6383381,high
2284970.1,46,NeoRec_2018-07-09_16-19-17,2,1.569974,high
2285064.3,46,NeoRec_2018-07-09_16-19-17,2,-2.903776,high
2285144.9,46,NeoRec_2018-07-09_16-19-17,2,1.94224,high
2285264.1,46,NeoRec_2018-07-09_16-19-17,2,-2.359028,high
2285351.3,46,NeoRec_2018-07-09_16-19-17,2,3.144001,high
2285454.6,46,NeoRec_2018-07-09_16-19-17,2,-4.22622,high
2285567.8,46,NeoRec_2018-07-09_16-19-17,2,-2.953839,high
2285670.4,46,NeoRec_2018-07-09_16-19-17,2,-1.233593,high
2285759.4,46,NeoRec_2018-07-09_16-19-17,2,-6.535436,high
2285842.2,46,NeoRec_2018-07-09_16-19-17,2,3.361407,high
2285947.6,46,NeoRec_2018-07-09_16-19-17,2,-9.646654,high
2286065.5,46,NeoRec_2018-07-09_16-19-17,2,0.03829946,high
2286180.9,46,NeoRec_2018-07-09_16-19-17,3,-1.77428,high
2286288.3,46,NeoRec_2018-07-09_16-19-17,3,-2.222358,high
2286372.3,46,NeoRec_2018-07-09_16-19-17,3,0.3467297,high
2286491.5,46,NeoRec_2018-07-09_16-19-17,3,0.1071362,high
2286610.6,46,NeoRec_2018-07-09_16-19-17,3,-0.5894545,high
2286699,46,NeoRec_2018-07-09_16-19-17,3,5.238099,high
2286809.2,46,NeoRec_2018-07-09_16-19-17,3,2.666895,high
2286896,46,NeoRec_2018-07-09_16-19-17,3,9.21287,high
2286981.2,46,NeoRec_2018-07-09_16-19-17,3,3.920154,high
2287079.8,46,NeoRec_2018-07-09_16-19-17,3,1.967365,high
2287168.5,46,NeoRec_2018-07-09_16-19-17,3,6.559905,high
2287275.5,46,NeoRec_2018-07-09_16-19-17,3,5.49672,high
2287376.3,46,NeoRec_2018-07-09_16-19-17,3,14.43031,high
2287481.1,46,NeoRec_2018-07-09_16-19-17,3,-4.322515,high
2287577.9,46,NeoRec_2018-07-09_16-19-17,3,6.564543,high
2287679.1,46,NeoRec_2018-07-09_16-19-17,3,7.171578,high
2287795,46,NeoRec_2018-07-09_16-19-17,3,9.806476,high
2287885.4,46,NeoRec_2018-07-09_16-19-17,3,6.344435,high
2287972.2,46,NeoRec_2018-07-09_16-19-17,3,-0.0033741,high
2288052.4,46,NeoRec_2018-07-09_16-19-17,3,-1.507699,high
2296924.4,47,NeoRec_2018-07-09_16-19-17,1,-18.11443,high
2297026.8,47,NeoRec_2018-07-09_16-19-17,1,-5.941342,high
2297112,47,NeoRec_2018-07-09_16-19-17,1,0.8408681,high
2297221.3,47,NeoRec_2018-07-09_16-19-17,1,-4.918856,high
2297314.5,47,NeoRec_2018-07-09_16-19-17,1,3.82262,high
2297428.5,47,NeoRec_2018-07-09_16-19-17,1,1.644329,high
2297510.1,47,NeoRec_2018-07-09_16-19-17,1,-7.187274,high
2297594.1,47,NeoRec_2018-07-09_16-19-17,1,0.282319,high
2297704.1,47,NeoRec_2018-07-09_16-19-17,1,-0.6105705,high
2297822,47,NeoRec_2018-07-09_16-19-17,1,2.337738,high
2297903.4,47,NeoRec_2018-07-09_16-19-17,1,-0.02852228,high
2297997.6,47,NeoRec_2018-07-09_16-19-17,1,0.3061651,high
2298095.8,47,NeoRec_2018-07-09_16-19-17,2,0.3252685,high
2298200.2,47,NeoRec_2018-07-09_16-19-17,2,-8.142666,high
2298289.8,47,NeoRec_2018-07-09_16-19-17,2,-4.087776,high
2298380.3,47,NeoRec_2018-07-09_16-19-17,2,11.70287,high
2298464.1,47,NeoRec_2018-07-09_16-19-17,2,-14.85759,high
2298554.5,47,NeoRec_2018-07-09_16-19-17,2,-2.562735,high
2298636.1,47,NeoRec_2018-07-09_16-19-17,2,3.909524,high
2298743.7,47,NeoRec_2018-07-09_16-19-17,2,-4.354445,high
2298832.5,47,NeoRec_2018-07-09_16-19-17,2,3.514297,high
2298928.9,47,NeoRec_2018-07-09_16-19-17,2,4.757616,high
2299020,47,NeoRec_2018-07-09_16-19-17,2,5.25164,high
2299133.8,47,NeoRec_2018-07-09_16-19-17,2,0.5685103,high
2299248,47,NeoRec_2018-07-09_16-19-17,2,0.9146529,high
2299345.4,47,NeoRec_2018-07-09_16-19-17,2,4.671978,high
2299447.7,47,NeoRec_2018-07-09_16-19-17,2,-4.802422,high
2299531.9,47,NeoRec_2018-07-09_16-19-17,2,-3.688481,high
2299642.9,47,NeoRec_2018-07-09_16-19-17,2,-10.45378,high
2299738.5,47,NeoRec_2018-07-09_16-19-17,2,-1.70784,high
2299822.7,47,NeoRec_2018-07-09_16-19-17,2,-6.431223,high
2299916.1,47,NeoRec_2018-07-09_16-19-17,2,9.403542,high
2300026.9,47,NeoRec_2018-07-09_16-19-17,2,-8.096999,high
2300131.4,47,NeoRec_2018-07-09_16-19-17,2,17.13511,high
2300213.4,47,NeoRec_2018-07-09_16-19-17,2,3.051652,high
2300303.6,47,NeoRec_2018-07-09_16-19-17,3,-8.104967,high
2300414.6,47,NeoRec_2018-07-09_16-19-17,3,-2.935226,high
2300533.6,47,NeoRec_2018-07-09_16-19-17,3,-0.3537405,high
2300651,47,NeoRec_2018-07-09_16-19-17,3,1.97716,high
2300769.1,47,NeoRec_2018-07-09_16-19-17,3,7.163113,high
2300861.1,47,NeoRec_2018-07-09_16-19-17,3,0.8503366,high
2300978.1,47,NeoRec_2018-07-09_16-19-17,3,-3.430568,high
2301067.5,47,NeoRec_2018-07-09_16-19-17,3,-2.902819,high
2301161.9,47,NeoRec_2018-07-09_16-19-17,3,4.031721,high
2301242,47,NeoRec_2018-07-09_16-19-17,3,6.489716,high
2301358,47,NeoRec_2018-07-09_16-19-17,3,-9.477446,high
2301459.4,47,NeoRec_2018-07-09_16-19-17,3,-3.667768,high
2311615.6,48,NeoRec_2018-07-09_16-19-17,1,-3.187297,high
2311701.2,48,NeoRec_2018-07-09_16-19-17,1,6.8421,high
2311813.8,48,NeoRec_2018-07-09_16-19-17,1,-3.075892,high
2311919,48,NeoRec_2018-07-09_16-19-17,1,-2.397202,high
2312004.6,48,NeoRec_2018-07-09_16-19-17,1,0.1065265,high
2312109.5,48,NeoRec_2018-07-09_16-19-17,1,-4.823209,high
2312201.9,48,NeoRec_2018-07-09_16-19-17,1,-8.005754,high
2312296.5,48,NeoRec_2018-07-09_16-19-17,1,-5.051103,high
2312412.1,48,NeoRec_2018-07-09_16-19-17,1,-14.07395,high
2312520.3,48,NeoRec_2018-07-09_16-19-17,1,-7.150312,high
2312626.1,48,NeoRec_2018-07-09_16-19-17,1,0.8305318,high
2312737.4,48,NeoRec_2018-07-09_16-19-17,2,3.93397,high
2312829.6,48,NeoRec_2018-07-09_16-19-17,2,7.586037,high
2312948.2,48,NeoRec_2018-07-09_16-19-17,2,-4.238991,high
2313049,48,NeoRec_2018-07-09_16-19-17,2,-3.295021,high
2313161.2,48,NeoRec_2018-07-09_16-19-17,2,0.4705447,high
2313266.3,48,NeoRec_2018-07-09_16-19-17,2,1.877813,high
2313359.5,48,NeoRec_2018-07-09_16-19-17,2,-22.60996,high
2313474.3,48,NeoRec_2018-07-09_16-19-17,2,-3.580046,high
2313562.5,48,NeoRec_2018-07-09_16-19-17,2,1.916389,high
2313645.3,48,NeoRec_2018-07-09_16-19-17,2,-7.912477,high
2313750.5,48,NeoRec_2018-07-09_16-19-17,2,-8.421391,high
2313849.4,48,NeoRec_2018-07-09_16-19-17,2,-2.518153,high
2313945.6,48,NeoRec_2018-07-09_16-19-17,2,5.052916,high
2314057,48,NeoRec_2018-07-09_16-19-17,2,3.316283,high
2314138.8,48,NeoRec_2018-07-09_16-19-17,2,-7.232542,high
2314257.4,48,NeoRec_2018-07-09_16-19-17,2,-5.703234,high
2314365.8,48,NeoRec_2018-07-09_16-19-17,2,7.966892,high
2314453.1,48,NeoRec_2018-07-09_16-19-17,2,-9.186299,high
2314565.1,48,NeoRec_2018-07-09_16-19-17,2,0.2945869,high
2314678.9,48,NeoRec_2018-07-09_16-19-17,2,-1.745496,high
2314782.7,48,NeoRec_2018-07-09_16-19-17,2,-11.48545,high
2314894.7,48,NeoRec_2018-07-09_16-19-17,3,5.591368,high
2315002.4,48,NeoRec_2018-07-09_16-19-17,3,-0.8115606,high
2315103.4,48,NeoRec_2018-07-09_16-19-17,3,-5.738937,high
2315194.8,48,NeoRec_2018-07-09_16-19-17,3,3.510588,high
2315314,48,NeoRec_2018-07-09_16-19-17,3,9.452057,high
2315395.6,48,NeoRec_2018-07-09_16-19-17,3,-4.30727,high
2315480.6,48,NeoRec_2018-07-09_16-19-17,3,4.121673,high
2315592.1,48,NeoRec_2018-07-09_16-19-17,3,-6.373538,high
2315690.1,48,NeoRec_2018-07-09_16-19-17,3,-8.596364,high
2315791.1,48,NeoRec_2018-07-09_16-19-17,3,-1.093729,high
2315877.7,48,NeoRec_2018-07-09_16-19-17,3,4.297876,high
2323154.2,49,NeoRec_2018-07-09_16-19-17,1,-3.162071,low
2323247.6,49,NeoRec_2018-07-09_16-19-17,1,0.3671151,low
2323347.8,49,NeoRec_2018-07-09_16-19-17,1,-3.86503,low
2323452.1,49,NeoRec_2018-07-09_16-19-17,1,1.55851,low
2323568.1,49,NeoRec_2018-07-09_16-19-17,1,-7.009951,low
2323651.1,49,NeoRec_2018-07-09_16-19-17,1,-1.238985,low
2323737.1,49,NeoRec_2018-07-09_16-19-17,1,-0.2896773,low
2323823.3,49,NeoRec_2018-07-09_16-19-17,1,2.498446,low
2323906.1,49,NeoRec_2018-07-09_16-19-17,1,0.8392534,low
2324010,49,NeoRec_2018-07-09_16-19-17,1,2.354688,low
2324090.4,49,NeoRec_2018-07-09_16-19-17,1,2.033527,low
2324192,49,NeoRec_2018-07-09_16-19-17,1,-4.740942,low
2324275.6,49,NeoRec_2018-07-09_16-19-17,1,2.387491,low
2324388,49,NeoRec_2018-07-09_16-19-17,2,-3.723706,low
2324484,49,NeoRec_2018-07-09_16-19-17,2,-12.4252,low
2324585.5,49,NeoRec_2018-07-09_16-19-17,2,0.5588006,low
2324690.9,49,NeoRec_2018-07-09_16-19-17,2,6.666044,low
2324799.5,49,NeoRec_2018-07-09_16-19-17,2,10.85695,low
2324882.1,49,NeoRec_2018-07-09_16-19-17,2,0.8294671,low
2324987.9,49,NeoRec_2018-07-09_16-19-17,2,-3.252135,low
2325069.5,49,NeoRec_2018-07-09_16-19-17,2,2.161488,low
2325185.8,49,NeoRec_2018-07-09_16-19-17,2,5.53796,low
2325305,49,NeoRec_2018-07-09_16-19-17,2,4.299196,low
2325399.8,49,NeoRec_2018-07-09_16-19-17,2,8.615795,low
2325493.6,49,NeoRec_2018-07-09_16-19-17,2,5.747779,low
2325609.4,49,NeoRec_2018-07-09_16-19-17,2,-6.38299,low
2325716.8,49,NeoRec_2018-07-09_16-19-17,2,1.491181,low
2325806.5,49,NeoRec_2018-07-09_16-19-17,2,-4.336813,low
2325887.3,49,NeoRec_2018-07-09_16-19-17,2,7.388327,low
2325998.5,49,NeoRec_2018-07-09_16-19-17,2,-7.505806,low
2326088.7,49,NeoRec_2018-07-09_16-19-17,2,-4.919185,low
2326197.9,49,NeoRec_2018-07-09_16-19-17,2,3.829946,low
2326296.3,49,NeoRec_2018-07-09_16-19-17,2,-5.076824,low
2326411,49,NeoRec_2018-07-09_16-19-17,2,1.445459,low
2326522.2,49,NeoRec_2018-07-09_16-19-17,2,-2.461786,low
2326623.4,49,NeoRec_2018-07-09_16-19-17,2,4.351039,low
2326739.8,49,NeoRec_2018-07-09_16-19-17,2,-7.080332,low
2326821,49,NeoRec_2018-07-09_16-19-17,2,-4.931981,low
2326916.5,49,NeoRec_2018-07-09_16-19-17,2,-1.548548,low
2327030.3,49,NeoRec_2018-07-09_16-19-17,2,-2.336923,low
2327150.3,49,NeoRec_2018-07-09_16-19-17,2,9.491933,low
2327243.3,49,NeoRec_2018-07-09_16-19-17,3,-9.114573,low
2327333.3,49,NeoRec_2018-07-09_16-19-17,3,21.67798,low
2327436.5,49,NeoRec_2018-07-09_16-19-17,3,-6.487679,low
2327531.2,49,NeoRec_2018-07-09_16-19-17,3,1.79788,low
2327630.8,49,NeoRec_2018-07-09_16-19-17,3,-3.891582,low
2327720.2,49,NeoRec_2018-07-09_16-19-17,3,9.109826,low
2327832.6,49,NeoRec_2018-07-09_16-19-17,3,-5.099345,low
2327935.6,49,NeoRec_2018-07-09_16-19-17,3,3.141555,low
2328054.1,49,NeoRec_2018-07-09_16-19-17,3,0.9445603,low
2328162.9,49,NeoRec_2018-07-09_16-19-17,3,6.609625,low
2328258.1,49,NeoRec_2018-07-09_16-19-17,3,-3.897761,low
2328373.5,49,NeoRec_2018-07-09_16-19-17,3,3.261168,low
2328475.5,49,NeoRec_2018-07-09_16-19-17,3,-1.884522,low
2334462,50,NeoRec_2018-07-09_16-19-17,1,-4.469734,high
2334564.4,50,NeoRec_2018-07-09_16-19-17,1,6.727945,high
2334661,50,NeoRec_2018-07-09_16-19-17,1,-8.156564,high
2334764.8,50,NeoRec_2018-07-09_16-19-17,1,14.6814,high
2334845.9,50,NeoRec_2018-07-09_16-19-17,1,5.17684,high
2334963.3,50,NeoRec_2018-07-09_16-19-17,1,9.656635,high
2335079.9,50,NeoRec_2018-07-09_16-19-17,1,-0.2422438,high
2335187.1,50,NeoRec_2018-07-09_16-19-17,1,-3.932819,high
2335274.5,50,NeoRec_2018-07-09_16-19-17,1,4.938766,high
2335378.1,50,NeoRec_2018-07-09_16-19-17,1,-4.364157,high
2335459,50,NeoRec_2018-07-09_16-19-17,1,0.7196797,high
2335564,50,NeoRec_2018-07-09_16-19-17,1,0.8839963,high
2335678.8,50,NeoRec_2018-07-09_16-19-17,1,-5.029783,high
2335794.2,50,NeoRec_2018-07-09_16-19-17,2,-11.72455,high
2335884,50,NeoRec_2018-07-09_16-19-17,2,-0.4538035,high
2335987.5,50,NeoRec_2018-07-09_16-19-17,2,0.5452477,high
2336067.5,50,NeoRec_2018-07-09_16-19-17,2,4.674022,high
2336148.1,50,NeoRec_2018-07-09_16-19-17,2,-3.79693,high
2336262.5,50,NeoRec_2018-07-09_16-19-17,2,-4.882659,high
2336379.3,50,NeoRec_2018-07-09_16-19-17,2,-3.476878,high
2336462.9,50,NeoRec_2018-07-09_16-19-17,2,4.110507,high
2336573.2,50,NeoRec_2018-07-09_16-19-17,2,-5.146426,high
