latency,type,dataset,third,N1,resp
6416072.7,14,NeoRec_2018-08-29_18-32-14,3,-6.667868,low
6416187.7,14,NeoRec_2018-08-29_18-32-14,3,-9.157623,low
6416307.7,14,NeoRec_2018-08-29_18-32-14,3,0.911652,low
6416422.8,14,NeoRec_2018-08-29_18-32-14,3,-5.160872,low
6416508.2,14,NeoRec_2018-08-29_18-32-14,3,-4.654324,low
6416622.4,14,NeoRec_2018-08-29_18-32-14,3,-0.7045285,low
6416709.6,14,NeoRec_2018-08-29_18-32-14,3,-4.831977,low
6416813.6,14,NeoRec_2018-08-29_18-32-14,3,-6.289757,low
6416906.3,14,NeoRec_2018-08-29_18-32-14,3,3.174959,low
6428795.6,15,NeoRec_2018-08-29_18-32-14,1,-2.262275,high
6428878,15,NeoRec_2018-08-29_18-32-14,1,4.209177,high
6428959.4,15,NeoRec_2018-08-29_18-32-14,1,0.02036115,high
6429056.5,15,NeoRec_2018-08-29_18-32-14,1,4.055856,high
6429175.7,15,NeoRec_2018-08-29_18-32-14,1,-2.020208,high
6429276.9,15,NeoRec_2018-08-29_18-32-14,1,2.208593,high
6429378.5,15,NeoRec_2018-08-29_18-32-14,1,3.368789,high
6429475.3,15,NeoRec_2018-08-29_18-32-14,1,-11.27197,high
6429571.8,15,NeoRec_2018-08-29_18-32-14,1,0.522213,high
6429679.4,15,NeoRec_2018-08-29_18-32-14,1,4.584164,high
6429762.6,15,NeoRec_2018-08-29_18-32-14,1,-2.624022,high
6429870.4,15,NeoRec_2018-08-29_18-32-14,1,1.198699,high
6429971.6,15,NeoRec_2018-08-29_18-32-14,1,-1.91812,high
6430055.2,15,NeoRec_2018-08-29_18-32-14,1,-0.9325969,high
6430171.5,15,NeoRec_2018-08-29_18-32-14,1,4.961296,high
6430270.1,15,NeoRec_2018-08-29_18-32-14,1,-0.8871847,high
6430366.5,15,NeoRec_2018-08-29_18-32-14,1,6.194075,high
6430471.7,15,NeoRec_2018-08-29_18-32-14,1,4.420947,high
6430558.3,15,NeoRec_2018-08-29_18-32-14,1,0.8465074,high
6430639.7,15,NeoRec_2018-08-29_18-32-14,1,-1.758147,high
6430725.4,15,NeoRec_2018-08-29_18-32-14,1,-1.459793,high
6430821.8,15,NeoRec_2018-08-29_18-32-14,1,-1.034466,high
6430928,15,NeoRec_2018-08-29_18-32-14,1,1.836408,high
6431009.8,15,NeoRec_2018-08-29_18-32-14,1,2.076907,high
6431099.6,15,NeoRec_2018-08-29_18-32-14,1,-0.7704882,high
6431207.8,15,NeoRec_2018-08-29_18-32-14,1,-6.073256,high
6431325.1,15,NeoRec_2018-08-29_18-32-14,1,2.676313,high
6431423.1,15,NeoRec_2018-08-29_18-32-14,1,-2.301714,high
6431531.1,15,NeoRec_2018-08-29_18-32-14,1,-1.761435,high
6431640.9,15,NeoRec_2018-08-29_18-32-14,2,-3.010611,high
6431748.5,15,NeoRec_2018-08-29_18-32-14,2,-0.2887833,high
6431844.4,15,NeoRec_2018-08-29_18-32-14,2,-2.959684,high
6431947.4,15,NeoRec_2018-08-29_18-32-14,2,-5.114856,high
6432040.6,15,NeoRec_2018-08-29_18-32-14,2,0.4494829,high
6432126.8,15,NeoRec_2018-08-29_18-32-14,2,3.352347,high
6432238.4,15,NeoRec_2018-08-29_18-32-14,2,0.310091,high
6432351.4,15,NeoRec_2018-08-29_18-32-14,2,1.619565,high
6432454.5,15,NeoRec_2018-08-29_18-32-14,2,-2.964093,high
6432554.7,15,NeoRec_2018-08-29_18-32-14,2,0.4579848,high
6432640.3,15,NeoRec_2018-08-29_18-32-14,2,-1.216106,high
6432725.1,15,NeoRec_2018-08-29_18-32-14,2,1.291514,high
6432821.1,15,NeoRec_2018-08-29_18-32-14,2,1.045743,high
6432919.7,15,NeoRec_2018-08-29_18-32-14,2,-1.529391,high
6433033.6,15,NeoRec_2018-08-29_18-32-14,2,-4.618079,high
6433118.8,15,NeoRec_2018-08-29_18-32-14,2,1.508812,high
6433219.4,15,NeoRec_2018-08-29_18-32-14,2,-1.670405,high
6433309,15,NeoRec_2018-08-29_18-32-14,2,1.547638,high
6433394.4,15,NeoRec_2018-08-29_18-32-14,2,-11.86281,high
6433503.9,15,NeoRec_2018-08-29_18-32-14,2,-3.831992,high
6433609.7,15,NeoRec_2018-08-29_18-32-14,2,-8.235508,high
6433705.9,15,NeoRec_2018-08-29_18-32-14,2,1.517228,high
6433813.7,15,NeoRec_2018-08-29_18-32-14,2,1.910789,high
6433906.5,15,NeoRec_2018-08-29_18-32-14,2,4.520624,high
6433987.9,15,NeoRec_2018-08-29_18-32-14,2,-0.6867869,high
6434082,15,NeoRec_2018-08-29_18-32-14,2,-6.22,high
6434194.8,15,NeoRec_2018-08-29_18-32-14,2,5.721003,high
6434281.6,15,NeoRec_2018-08-29_18-32-14,2,-9.094354,high
6434389.4,15,NeoRec_2018-08-29_18-32-14,2,4.894119,high
6434476.6,15,NeoRec_2018-08-29_18-32-14,2,0.6126836,high
6434557.6,15,NeoRec_2018-08-29_18-32-14,2,-2.687576,high
6434673.9,15,NeoRec_2018-08-29_18-32-14,2,-4.528401,high
6434771.1,15,NeoRec_2018-08-29_18-32-14,2,-2.642565,high
6434858.1,15,NeoRec_2018-08-29_18-32-14,2,3.59513,high
6434971.5,15,NeoRec_2018-08-29_18-32-14,2,-4.21457,high
6435061.1,15,NeoRec_2018-08-29_18-32-14,2,0.1281018,high
6435171.1,15,NeoRec_2018-08-29_18-32-14,2,4.193201,high
6435270,15,NeoRec_2018-08-29_18-32-14,2,0.7491485,high
6435365.6,15,NeoRec_2018-08-29_18-32-14,2,-2.244591,high
6435457.2,15,NeoRec_2018-08-29_18-32-14,2,5.963671,high
6435537.6,15,NeoRec_2018-08-29_18-32-14,2,-1.650594,high
6435624.2,15,NeoRec_2018-08-29_18-32-14,2,-7.046877,high
6435714.4,15,NeoRec_2018-08-29_18-32-14,2,0.1589685,high
6435827.7,15,NeoRec_2018-08-29_18-32-14,2,-6.562326,high
6435927.9,15,NeoRec_2018-08-29_18-32-14,2,-0.1119023,high
6436033.3,15,NeoRec_2018-08-29_18-32-14,2,-1.773974,high
6436143.1,15,NeoRec_2018-08-29_18-32-14,2,-2.696005,high
6436237.5,15,NeoRec_2018-08-29_18-32-14,2,-0.8203695,high
6436335.6,15,NeoRec_2018-08-29_18-32-14,2,-0.6111034,high
6436433.4,15,NeoRec_2018-08-29_18-32-14,2,0.2887961,high
6436513.4,15,NeoRec_2018-08-29_18-32-14,2,-2.551321,high
6436621,15,NeoRec_2018-08-29_18-32-14,2,5.084644,high
6436718,15,NeoRec_2018-08-29_18-32-14,2,3.762292,high
6436818,15,NeoRec_2018-08-29_18-32-14,2,-9.276772,high
6436914.1,15,NeoRec_2018-08-29_18-32-14,2,1.142463,high
6437026.5,15,NeoRec_2018-08-29_18-32-14,2,-1.027703,high
6437107.3,15,NeoRec_2018-08-29_18-32-14,2,-0.3184437,high
6437211.7,15,NeoRec_2018-08-29_18-32-14,2,-7.171619,high
6437310.1,15,NeoRec_2018-08-29_18-32-14,2,-0.04539929,high
6437393.7,15,NeoRec_2018-08-29_18-32-14,3,5.884435,high
6437512.8,15,NeoRec_2018-08-29_18-32-14,3,1.79584,high
6437625.4,15,NeoRec_2018-08-29_18-32-14,3,2.81964,high
6437705.8,15,NeoRec_2018-08-29_18-32-14,3,2.371099,high
6437810,15,NeoRec_2018-08-29_18-32-14,3,1.562239,high
6437908.4,15,NeoRec_2018-08-29_18-32-14,3,-0.4398426,high
6437991.8,15,NeoRec_2018-08-29_18-32-14,3,10.99113,high
6438096.1,15,NeoRec_2018-08-29_18-32-14,3,-2.502736,high
6438189.9,15,NeoRec_2018-08-29_18-32-14,3,1.921869,high
6438281.9,15,NeoRec_2018-08-29_18-32-14,3,-7.604399,high
6438373.9,15,NeoRec_2018-08-29_18-32-14,3,2.86274,high
6438458.9,15,NeoRec_2018-08-29_18-32-14,3,2.28696,high
6438556.5,15,NeoRec_2018-08-29_18-32-14,3,4.585253,high
6438641.4,15,NeoRec_2018-08-29_18-32-14,3,-2.618871,high
6438736,15,NeoRec_2018-08-29_18-32-14,3,5.447181,high
6438844.6,15,NeoRec_2018-08-29_18-32-14,3,6.341146,high
6438938.2,15,NeoRec_2018-08-29_18-32-14,3,4.55158,high
6439049.4,15,NeoRec_2018-08-29_18-32-14,3,1.53616,high
6439151.3,15,NeoRec_2018-08-29_18-32-14,3,-0.9215662,high
6439238.7,15,NeoRec_2018-08-29_18-32-14,3,-2.426406,high
6439345.1,15,NeoRec_2018-08-29_18-32-14,3,4.716163,high
6439435.9,15,NeoRec_2018-08-29_18-32-14,3,-7.43693,high
6439552.1,15,NeoRec_2018-08-29_18-32-14,3,-3.409337,high
6439669.3,15,NeoRec_2018-08-29_18-32-14,3,-4.081526,high
6439761,15,NeoRec_2018-08-29_18-32-14,3,4.167494,high
6439879.2,15,NeoRec_2018-08-29_18-32-14,3,6.634204,high
6439989.8,15,NeoRec_2018-08-29_18-32-14,3,-1.952654,high
6440074.8,15,NeoRec_2018-08-29_18-32-14,3,6.102397,high
6440186.2,15,NeoRec_2018-08-29_18-32-14,3,-3.825854,high
6452690,16,NeoRec_2018-08-29_18-32-14,1,-0.4657068,high
6452780,16,NeoRec_2018-08-29_18-32-14,1,-2.364217,high
6452879.1,16,NeoRec_2018-08-29_18-32-14,1,-7.809184,high
6452963.1,16,NeoRec_2018-08-29_18-32-14,1,2.170206,high
6453065.1,16,NeoRec_2018-08-29_18-32-14,1,7.096403,high
6453150.7,16,NeoRec_2018-08-29_18-32-14,1,3.918471,high
6453263.9,16,NeoRec_2018-08-29_18-32-14,1,-3.944822,high
6453374.2,16,NeoRec_2018-08-29_18-32-14,1,-3.162015,high
6453455.4,16,NeoRec_2018-08-29_18-32-14,1,2.605887,high
6453553,16,NeoRec_2018-08-29_18-32-14,1,4.28371,high
6453645.4,16,NeoRec_2018-08-29_18-32-14,1,7.999374,high
6453739.6,16,NeoRec_2018-08-29_18-32-14,2,-2.328752,high
6453826,16,NeoRec_2018-08-29_18-32-14,2,-6.844692,high
6453944.9,16,NeoRec_2018-08-29_18-32-14,2,2.529981,high
6454060.9,16,NeoRec_2018-08-29_18-32-14,2,5.880072,high
6454159.1,16,NeoRec_2018-08-29_18-32-14,2,-5.601462,high
6454265.5,16,NeoRec_2018-08-29_18-32-14,2,0.3785436,high
6454359.7,16,NeoRec_2018-08-29_18-32-14,2,-2.60336,high
6454451.3,16,NeoRec_2018-08-29_18-32-14,2,-3.881148,high
6454534.8,16,NeoRec_2018-08-29_18-32-14,2,3.418514,high
6454636.8,16,NeoRec_2018-08-29_18-32-14,2,0.7429785,high
6454740.2,16,NeoRec_2018-08-29_18-32-14,2,0.9882944,high
6454856,16,NeoRec_2018-08-29_18-32-14,2,-0.7222584,high
6454942.4,16,NeoRec_2018-08-29_18-32-14,2,0.8232475,high
6455026.4,16,NeoRec_2018-08-29_18-32-14,2,1.788796,high
6455124.3,16,NeoRec_2018-08-29_18-32-14,2,0.0154718,high
6455217.9,16,NeoRec_2018-08-29_18-32-14,2,4.588843,high
6455305.7,16,NeoRec_2018-08-29_18-32-14,2,-7.922033,high
6455406.3,16,NeoRec_2018-08-29_18-32-14,2,3.565806,high
6455511.7,16,NeoRec_2018-08-29_18-32-14,2,4.964313,high
6455601.3,16,NeoRec_2018-08-29_18-32-14,2,2.232033,high
6455719.2,16,NeoRec_2018-08-29_18-32-14,2,-4.115681,high
6455827.4,16,NeoRec_2018-08-29_18-32-14,2,0.4684792,high
6455910.8,16,NeoRec_2018-08-29_18-32-14,2,-4.967628,high
6455994.4,16,NeoRec_2018-08-29_18-32-14,2,7.081701,high
6456082,16,NeoRec_2018-08-29_18-32-14,3,-0.8304509,high
6456175.8,16,NeoRec_2018-08-29_18-32-14,3,-4.91086,high
6456284.9,16,NeoRec_2018-08-29_18-32-14,3,4.776236,high
6456397.1,16,NeoRec_2018-08-29_18-32-14,3,-1.390929,high
6456492.9,16,NeoRec_2018-08-29_18-32-14,3,5.60193,high
6456574.9,16,NeoRec_2018-08-29_18-32-14,3,-3.812222,high
6456665.9,16,NeoRec_2018-08-29_18-32-14,3,-10.92671,high
6456778.8,16,NeoRec_2018-08-29_18-32-14,3,-4.72132,high
6456883,16,NeoRec_2018-08-29_18-32-14,3,-1.853963,high
6456978.8,16,NeoRec_2018-08-29_18-32-14,3,7.640607,high
6457059,16,NeoRec_2018-08-29_18-32-14,3,-5.331582,high
6468552.4,17,NeoRec_2018-08-29_18-32-14,1,6.030154,low
6468640.4,17,NeoRec_2018-08-29_18-32-14,1,-2.253968,low
6468751.2,17,NeoRec_2018-08-29_18-32-14,1,-0.1157567,low
6468843.8,17,NeoRec_2018-08-29_18-32-14,1,5.699252,low
6468932,17,NeoRec_2018-08-29_18-32-14,1,5.862936,low
6469049.5,17,NeoRec_2018-08-29_18-32-14,1,0.6127195,low
6469168.1,17,NeoRec_2018-08-29_18-32-14,1,-1.56769,low
6469256.1,17,NeoRec_2018-08-29_18-32-14,1,-9.550639,low
6469362.5,17,NeoRec_2018-08-29_18-32-14,1,-4.796598,low
6469481.7,17,NeoRec_2018-08-29_18-32-14,1,-2.502941,low
6469592,17,NeoRec_2018-08-29_18-32-14,1,7.469494,low
6469688.2,17,NeoRec_2018-08-29_18-32-14,1,1.552148,low
6469795.8,17,NeoRec_2018-08-29_18-32-14,1,1.810956,low
6469908.2,17,NeoRec_2018-08-29_18-32-14,1,-0.856842,low
6470005.2,17,NeoRec_2018-08-29_18-32-14,1,5.530891,low
6470089.7,17,NeoRec_2018-08-29_18-32-14,1,5.837281,low
6470200.3,17,NeoRec_2018-08-29_18-32-14,1,-1.447933,low
6470296.5,17,NeoRec_2018-08-29_18-32-14,2,-4.865019,low
6470376.9,17,NeoRec_2018-08-29_18-32-14,2,4.076845,low
6470480.9,17,NeoRec_2018-08-29_18-32-14,2,-1.588022,low
6470594.5,17,NeoRec_2018-08-29_18-32-14,2,3.534809,low
6470677.2,17,NeoRec_2018-08-29_18-32-14,2,1.246049,low
6470779.2,17,NeoRec_2018-08-29_18-32-14,2,-1.885358,low
6470895.8,17,NeoRec_2018-08-29_18-32-14,2,-12.50841,low
6471001.6,17,NeoRec_2018-08-29_18-32-14,2,-7.723391,low
6471109.2,17,NeoRec_2018-08-29_18-32-14,2,2.289921,low
6471226.8,17,NeoRec_2018-08-29_18-32-14,2,0.1472125,low
6471340.9,17,NeoRec_2018-08-29_18-32-14,2,5.082888,low
6471441.3,17,NeoRec_2018-08-29_18-32-14,2,2.241035,low
6471557.5,17,NeoRec_2018-08-29_18-32-14,2,0.9442914,low
6471662.3,17,NeoRec_2018-08-29_18-32-14,2,-6.901375,low
6471779.1,17,NeoRec_2018-08-29_18-32-14,2,-10.77579,low
6471866.8,17,NeoRec_2018-08-29_18-32-14,2,-1.690004,low
6471974.6,17,NeoRec_2018-08-29_18-32-14,2,-1.067129,low
6472088,17,NeoRec_2018-08-29_18-32-14,2,0.4504716,low
6472186.8,17,NeoRec_2018-08-29_18-32-14,2,-2.176833,low
6472304.2,17,NeoRec_2018-08-29_18-32-14,2,-6.236117,low
6472392.5,17,NeoRec_2018-08-29_18-32-14,2,-0.03381803,low
6472507.3,17,NeoRec_2018-08-29_18-32-14,2,2.494029,low
6472588.5,17,NeoRec_2018-08-29_18-32-14,2,-4.430106,low
6472690.9,17,NeoRec_2018-08-29_18-32-14,2,-3.008554,low
6472798.7,17,NeoRec_2018-08-29_18-32-14,2,-4.386213,low
6472907.3,17,NeoRec_2018-08-29_18-32-14,2,0.4267057,low
6473013.6,17,NeoRec_2018-08-29_18-32-14,2,2.031234,low
6473127.4,17,NeoRec_2018-08-29_18-32-14,2,5.36368,low
6473225,17,NeoRec_2018-08-29_18-32-14,2,0.1001645,low
6473324.2,17,NeoRec_2018-08-29_18-32-14,2,-1.964069,low
6473417.6,17,NeoRec_2018-08-29_18-32-14,2,-4.872919,low
6473523.7,17,NeoRec_2018-08-29_18-32-14,2,0.4163022,low
6473633.7,17,NeoRec_2018-08-29_18-32-14,2,1.172168,low
6473745.9,17,NeoRec_2018-08-29_18-32-14,2,-6.406766,low
6473849.3,17,NeoRec_2018-08-29_18-32-14,3,3.094064,low
6473963.5,17,NeoRec_2018-08-29_18-32-14,3,-0.1475825,low
6474076,17,NeoRec_2018-08-29_18-32-14,3,-3.596681,low
6474194.4,17,NeoRec_2018-08-29_18-32-14,3,-1.150855,low
6474299.4,17,NeoRec_2018-08-29_18-32-14,3,-0.2778523,low
6474395.4,17,NeoRec_2018-08-29_18-32-14,3,-0.8662713,low
6474505.2,17,NeoRec_2018-08-29_18-32-14,3,-1.311278,low
6474606.4,17,NeoRec_2018-08-29_18-32-14,3,-8.278146,low
6474720.1,17,NeoRec_2018-08-29_18-32-14,3,0.3953219,low
6474835.9,17,NeoRec_2018-08-29_18-32-14,3,3.235077,low
6474941.1,17,NeoRec_2018-08-29_18-32-14,3,-6.758218,low
6475040.3,17,NeoRec_2018-08-29_18-32-14,3,-7.141359,low
6475160.3,17,NeoRec_2018-08-29_18-32-14,3,-3.246958,low
6475247.4,17,NeoRec_2018-08-29_18-32-14,3,-2.464181,low
6475330.4,17,NeoRec_2018-08-29_18-32-14,3,-1.750794,low
6475415.6,17,NeoRec_2018-08-29_18-32-14,3,4.70326,low
6475511,17,NeoRec_2018-08-29_18-32-14,3,-0.8644643,low
6487092.6,18,NeoRec_2018-08-29_18-32-14,1,6.059611,high
6487194.4,18,NeoRec_2018-08-29_18-32-14,1,0.2721117,high
6487308.6,18,NeoRec_2018-08-29_18-32-14,1,-4.170732,high
6487427.1,18,NeoRec_2018-08-29_18-32-14,1,7.360772,high
6487529.9,18,NeoRec_2018-08-29_18-32-14,1,0.8330019,high
6487643.5,18,NeoRec_2018-08-29_18-32-14,1,3.603586,high
6487746.9,18,NeoRec_2018-08-29_18-32-14,1,-2.031501,high
6487840.3,18,NeoRec_2018-08-29_18-32-14,1,-3.654855,high
6487925.7,18,NeoRec_2018-08-29_18-32-14,1,-0.6989844,high
6488034.2,18,NeoRec_2018-08-29_18-32-14,1,-2.71632,high
6488135.6,18,NeoRec_2018-08-29_18-32-14,1,-6.003802,high
6488227.2,18,NeoRec_2018-08-29_18-32-14,1,1.72033,high
6488314,18,NeoRec_2018-08-29_18-32-14,1,-5.709022,high
6488405,18,NeoRec_2018-08-29_18-32-14,1,-0.2189823,high
6488499.8,18,NeoRec_2018-08-29_18-32-14,1,6.588713,high
6488604.7,18,NeoRec_2018-08-29_18-32-14,1,1.708424,high
6488714.5,18,NeoRec_2018-08-29_18-32-14,1,0.8784064,high
6488798.7,18,NeoRec_2018-08-29_18-32-14,1,-3.972638,high
6488908.1,18,NeoRec_2018-08-29_18-32-14,2,-3.082388,high
6488997.5,18,NeoRec_2018-08-29_18-32-14,2,-1.943022,high
6489106.1,18,NeoRec_2018-08-29_18-32-14,2,4.491899,high
6489203,18,NeoRec_2018-08-29_18-32-14,2,-3.984046,high
6489303.6,18,NeoRec_2018-08-29_18-32-14,2,0.6401001,high
6489413,18,NeoRec_2018-08-29_18-32-14,2,-2.283357,high
6489525.6,18,NeoRec_2018-08-29_18-32-14,2,-3.508385,high
6489621.4,18,NeoRec_2018-08-29_18-32-14,2,6.878744,high
6489737.3,18,NeoRec_2018-08-29_18-32-14,2,-1.956667,high
6489852.1,18,NeoRec_2018-08-29_18-32-14,2,-0.5178888,high
6489954.3,18,NeoRec_2018-08-29_18-32-14,2,-2.128081,high
6490056.7,18,NeoRec_2018-08-29_18-32-14,2,0.8302611,high
6490168.1,18,NeoRec_2018-08-29_18-32-14,2,-3.520477,high
6490260,18,NeoRec_2018-08-29_18-32-14,2,-2.67258,high
6490354.4,18,NeoRec_2018-08-29_18-32-14,2,-8.368743,high
6490441.6,18,NeoRec_2018-08-29_18-32-14,2,-5.628515,high
6490550,18,NeoRec_2018-08-29_18-32-14,2,-1.986672,high
6490637.6,18,NeoRec_2018-08-29_18-32-14,2,-2.369672,high
6490723.8,18,NeoRec_2018-08-29_18-32-14,2,2.132151,high
6490836.5,18,NeoRec_2018-08-29_18-32-14,2,-2.22415,high
6490928.5,18,NeoRec_2018-08-29_18-32-14,2,-0.05846014,high
6491020.5,18,NeoRec_2018-08-29_18-32-14,2,5.23852,high
6491106.7,18,NeoRec_2018-08-29_18-32-14,2,-0.971035,high
6491202.3,18,NeoRec_2018-08-29_18-32-14,2,-3.938914,high
6491288.7,18,NeoRec_2018-08-29_18-32-14,2,3.548394,high
6491378.4,18,NeoRec_2018-08-29_18-32-14,2,1.017151,high
6491497.2,18,NeoRec_2018-08-29_18-32-14,2,7.089396,high
6491601.8,18,NeoRec_2018-08-29_18-32-14,2,3.88736,high
6491696,18,NeoRec_2018-08-29_18-32-14,2,-4.297786,high
6491814.6,18,NeoRec_2018-08-29_18-32-14,2,4.430616,high
6491915.2,18,NeoRec_2018-08-29_18-32-14,2,4.222938,high
6492012.7,18,NeoRec_2018-08-29_18-32-14,2,-5.878987,high
6492118.1,18,NeoRec_2018-08-29_18-32-14,2,-5.300467,high
6492237.1,18,NeoRec_2018-08-29_18-32-14,2,1.523698,high
6492355.3,18,NeoRec_2018-08-29_18-32-14,2,-5.912402,high
6492457.9,18,NeoRec_2018-08-29_18-32-14,2,3.16707,high
6492572.4,18,NeoRec_2018-08-29_18-32-14,3,3.482582,high
6492676.8,18,NeoRec_2018-08-29_18-32-14,3,3.069112,high
6492768.8,18,NeoRec_2018-08-29_18-32-14,3,-2.876974,high
6492865.4,18,NeoRec_2018-08-29_18-32-14,3,-2.612713,high
6492963.2,18,NeoRec_2018-08-29_18-32-14,3,-4.019751,high
6493061,18,NeoRec_2018-08-29_18-32-14,3,-2.729451,high
6493167.5,18,NeoRec_2018-08-29_18-32-14,3,1.062807,high
6493285.9,18,NeoRec_2018-08-29_18-32-14,3,-0.2920639,high
6493401.5,18,NeoRec_2018-08-29_18-32-14,3,5.34171,high
6493495.5,18,NeoRec_2018-08-29_18-32-14,3,-2.74456,high
6493591.5,18,NeoRec_2018-08-29_18-32-14,3,2.463885,high
6493707.6,18,NeoRec_2018-08-29_18-32-14,3,4.096861,high
6493823.6,18,NeoRec_2018-08-29_18-32-14,3,1.957178,high
6493928.6,18,NeoRec_2018-08-29_18-32-14,3,1.93016,high
6494022.6,18,NeoRec_2018-08-29_18-32-14,3,-0.6914858,high
6494127.8,18,NeoRec_2018-08-29_18-32-14,3,2.334661,high
6494229.7,18,NeoRec_2018-08-29_18-32-14,3,-2.995885,high
6494309.7,18,NeoRec_2018-08-29_18-32-14,3,1.283888,high
6505871.6,19,NeoRec_2018-08-29_18-32-14,1,-3.016977,high
6505982.4,19,NeoRec_2018-08-29_18-32-14,1,1.926468,high
6506064.6,19,NeoRec_2018-08-29_18-32-14,1,1.129456,high
6506149.9,19,NeoRec_2018-08-29_18-32-14,1,-4.860326,high
6506235.1,19,NeoRec_2018-08-29_18-32-14,1,-0.9521406,high
6506348.9,19,NeoRec_2018-08-29_18-32-14,1,-0.4826891,high
6506459.3,19,NeoRec_2018-08-29_18-32-14,1,8.018678,high
6506558.5,19,NeoRec_2018-08-29_18-32-14,1,-8.806613,high
6506672,19,NeoRec_2018-08-29_18-32-14,1,0.1747622,high
6506752.6,19,NeoRec_2018-08-29_18-32-14,1,0.0449829,high
6506841,19,NeoRec_2018-08-29_18-32-14,1,4.515394,high
6506956.8,19,NeoRec_2018-08-29_18-32-14,2,6.179343,high
6507058.4,19,NeoRec_2018-08-29_18-32-14,2,-5.079414,high
6507177.6,19,NeoRec_2018-08-29_18-32-14,2,-2.265679,high
6507294.5,19,NeoRec_2018-08-29_18-32-14,2,4.56519,high
6507408.3,19,NeoRec_2018-08-29_18-32-14,2,-3.288575,high
6507525.3,19,NeoRec_2018-08-29_18-32-14,2,1.455472,high
6507637.3,19,NeoRec_2018-08-29_18-32-14,2,0.9256356,high
6507721.5,19,NeoRec_2018-08-29_18-32-14,2,-2.516867,high
6507826.4,19,NeoRec_2018-08-29_18-32-14,2,-0.4125065,high
6507946.2,19,NeoRec_2018-08-29_18-32-14,2,3.198657,high
6508031.2,19,NeoRec_2018-08-29_18-32-14,2,2.732699,high
6508133.8,19,NeoRec_2018-08-29_18-32-14,2,0.1135208,high
6508230.6,19,NeoRec_2018-08-29_18-32-14,2,-4.40451,high
6508333.7,19,NeoRec_2018-08-29_18-32-14,2,-0.3875123,high
6508417.3,19,NeoRec_2018-08-29_18-32-14,2,-1.602622,high
6508512.5,19,NeoRec_2018-08-29_18-32-14,2,-6.92823,high
6508617.3,19,NeoRec_2018-08-29_18-32-14,2,-6.064913,high
6508697.3,19,NeoRec_2018-08-29_18-32-14,2,1.029178,high
6508781.3,19,NeoRec_2018-08-29_18-32-14,2,-5.767849,high
6508883.7,19,NeoRec_2018-08-29_18-32-14,2,1.726383,high
6508998.4,19,NeoRec_2018-08-29_18-32-14,2,7.941818,high
6509107,19,NeoRec_2018-08-29_18-32-14,2,0.4037728,high
6509209,19,NeoRec_2018-08-29_18-32-14,3,-2.727633,high
6509307.6,19,NeoRec_2018-08-29_18-32-14,3,1.649321,high
6509422.4,19,NeoRec_2018-08-29_18-32-14,3,4.552118,high
6509541.9,19,NeoRec_2018-08-29_18-32-14,3,-1.938776,high
6509637.5,19,NeoRec_2018-08-29_18-32-14,3,3.802325,high
6509721.3,19,NeoRec_2018-08-29_18-32-14,3,-5.592102,high
6509840.7,19,NeoRec_2018-08-29_18-32-14,3,-8.426769,high
6509923.1,19,NeoRec_2018-08-29_18-32-14,3,2.83836,high
6510029.8,19,NeoRec_2018-08-29_18-32-14,3,-2.696346,high
6510118.6,19,NeoRec_2018-08-29_18-32-14,3,-1.85251,high
6510210.6,19,NeoRec_2018-08-29_18-32-14,3,-4.442973,high
6522787.5,20,NeoRec_2018-08-29_18-32-14,1,-4.93105,low
6522882.9,20,NeoRec_2018-08-29_18-32-14,1,-3.24341,low
6522964.2,20,NeoRec_2018-08-29_18-32-14,1,0.8550006,low
6523060.8,20,NeoRec_2018-08-29_18-32-14,1,0.7620336,low
6523174.2,20,NeoRec_2018-08-29_18-32-14,1,-2.462088,low
6523291.4,20,NeoRec_2018-08-29_18-32-14,1,-6.147933,low
6523375.4,20,NeoRec_2018-08-29_18-32-14,1,2.296153,low
6523494.3,20,NeoRec_2018-08-29_18-32-14,1,-0.7378692,low
6523584.5,20,NeoRec_2018-08-29_18-32-14,1,-4.843774,low
6523695.1,20,NeoRec_2018-08-29_18-32-14,1,-4.401109,low
6523796.3,20,NeoRec_2018-08-29_18-32-14,1,-11.39707,low
6523897.7,20,NeoRec_2018-08-29_18-32-14,2,-8.748238,low
6524007.5,20,NeoRec_2018-08-29_18-32-14,2,-5.543106,low
6524117,20,NeoRec_2018-08-29_18-32-14,2,-3.183721,low
6524206.4,20,NeoRec_2018-08-29_18-32-14,2,-5.038827,low
6524290.8,20,NeoRec_2018-08-29_18-32-14,2,-0.7953603,low
6524384,20,NeoRec_2018-08-29_18-32-14,2,11.19065,low
6524464.2,20,NeoRec_2018-08-29_18-32-14,2,3.655609,low
6524545.4,20,NeoRec_2018-08-29_18-32-14,2,-6.8034,low
6524625.5,20,NeoRec_2018-08-29_18-32-14,2,0.8172505,low
6524711.1,20,NeoRec_2018-08-29_18-32-14,2,-2.906172,low
6524822.5,20,NeoRec_2018-08-29_18-32-14,2,0.7909968,low
6524913.5,20,NeoRec_2018-08-29_18-32-14,2,0.2740085,low
6525007.3,20,NeoRec_2018-08-29_18-32-14,2,-5.68155,low
6525124.5,20,NeoRec_2018-08-29_18-32-14,2,0.3270719,low
6525240.4,20,NeoRec_2018-08-29_18-32-14,2,-6.372098,low
