0.043,0.028276
0.056401,0.03686
-0.044737,0.047681
0.08609,0.042959
0.069838,0.04891
0.057581,0.047156
0.065774,0.048698
0.096405,0.049475
0.065388,0.056977
0.19657,0.050808
0.040045,0.049106
0.097937,0.049885
0.12778,0.033293
0.12762,0.037544
0.0049474,0.029366
0.10063,0.049191
0.15774,0.038105
0.0024876,0.040666
0.13615,0.047623
0.027667,0.048319
0.10209,0.051124
0.041661,0.062489
-0.0021862,0.044698
0.026329,0.04472
0.062317,0.057947
-0.03789,0.039771
0.057039,0.035432
0.076054,0.033464
0.042718,0.038216
0.10412,0.042261
0.10378,0.042336
0.058812,0.059814
0.048036,0.064045
0.09843,0.056481
0.11692,0.063731
0.063696,0.058064
0.058685,0.034967
0.12623,0.079641
0.022505,0.038254
0.030744,0.036936
0.058023,0.029677
0.11189,0.045692
0.11648,0.04229
0.092602,0.032928
0.10047,0.05559
0.031236,0.033116
-0.045535,0.044255
-0.036635,0.048145
0.044081,0.042372
0.078631,0.045464
