test_ad,corr,runtime
3,0.322889891797611,1.115293278
14,0.894353986336802,1.082577082
15,0.820124863894951,1.047752552
19,0.568171004770004,0.973884418
23,0.60899663065454,0.917128954
24,0.466238419628731,1.045202235
25,0.384761492072137,0.977477912
30,0.655837377042956,1.026674427
39,0.857476474415232,0.979195695
47,0.808095789334817,0.898347964
