-0.046221,0.025247
-0.034333,0.023895
-0.025624,0.022801
-0.017531,0.022036
-0.009866,0.021498
-0.003016,0.020984
0.0031976,0.020462
0.0080769,0.020046
0.010916,0.019829
0.01072,0.019809
0.0098889,0.019835
0.010198,0.019866
0.0084806,0.020008
0.00063269,0.020238
-0.01155,0.020501
-0.018686,0.020784
-0.013227,0.021095
0.0026757,0.021503
0.021793,0.022103
0.039326,0.022969
0.054148,0.024164
0.063543,0.025575
0.062657,0.026898
0.051795,0.027944
0.038095,0.028724
0.029544,0.029333
0.030537,0.029836
0.041788,0.030298
0.060175,0.030786
0.07397,0.031289
0.061837,0.03179
0.011256,0.032318
-0.059691,0.032865
-0.10953,0.033317
-0.10774,0.033597
-0.063354,0.033829
-0.010934,0.034197
0.025257,0.034709
0.049726,0.035226
0.076996,0.035699
0.10604,0.036179
0.11981,0.036685
0.10319,0.03724
0.053688,0.037866
-0.022753,0.038525
-0.11969,0.039115
-0.23068,0.039561
-0.34309,0.039894
-0.43959,0.040238
-0.50147,0.040699
-0.5159,0.041269
-0.48451,0.041883
-0.42769,0.042496
-0.37193,0.043064
-0.32869,0.043551
-0.28266,0.043968
-0.21263,0.044355
-0.12183,0.044736
-0.042205,0.045082
-0.0078453,0.045332
-0.023363,0.045513
-0.066086,0.045706
-0.11034,0.045955
-0.1474,0.04626
-0.18086,0.046597
-0.2148,0.046951
-0.24855,0.047291
-0.28163,0.047569
-0.3156,0.047806
-0.35168,0.048025
-0.38914,0.048208
-0.42712,0.048426
-0.4641,0.048748
-0.49763,0.049117
-0.52436,0.049495
-0.5417,0.04988
-0.54723,0.050206
-0.53916,0.050422
-0.51607,0.050567
-0.48123,0.050733
-0.43985,0.050991
-0.39535,0.051301
-0.34813,0.051595
-0.30179,0.051896
-0.26429,0.052242
-0.24045,0.052593
-0.22324,0.052851
-0.19953,0.052985
-0.1656,0.053132
-0.13207,0.053459
-0.111,0.053925
-0.10132,0.054355
-0.09107,0.054645
-0.07198,0.054846
-0.046321,0.055072
-0.020555,0.05538
0.0017597,0.055779
0.017991,0.056216
0.024296,0.056592
0.018465,0.056858
0.006696,0.05702
0.0012209,0.057086
0.0077656,0.05712
0.022553,0.057201
0.036456,0.057341
0.043744,0.057507
0.043907,0.057656
0.038216,0.057744
0.028543,0.057733
0.018403,0.057637
0.0089295,0.057527
-0.0026027,0.057461
-0.019284,0.057449
-0.037061,0.057469
-0.045222,0.057499
-0.035298,0.057516
-0.010994,0.057517
0.015317,0.057545
0.03447,0.057629
0.045648,0.057764
0.052927,0.057923
