-0.57427,0.11748
-0.51788,0.1099
-0.39102,0.18278
-0.47753,0.14401
-0.41109,0.16733
-0.39836,0.14157
-0.37666,0.1511
-0.43735,0.15144
-0.062546,0.16694
-0.47134,0.1468
-0.28353,0.18875
-0.68068,0.1659
-0.32215,0.096483
-0.22078,0.11262
-0.12618,0.10604
-0.46837,0.15667
-0.13434,0.13403
-0.27478,0.11713
-0.16969,0.16928
-0.51197,0.15525
-0.99054,0.29593
-0.069655,0.20654
-0.2554,0.14381
-0.23592,0.12422
-0.5781,0.17051
-0.37772,0.15933
-0.22178,0.11539
-0.25642,0.10611
-0.20546,0.10265
-0.24412,0.14028
-0.50208,0.138
-0.53535,0.17694
-0.78834,0.20576
-0.41889,0.16527
-0.30587,0.20491
-0.15812,0.18183
-0.29982,0.10691
0.097171,0.26518
-0.25503,0.11642
-0.15001,0.11818
-0.26274,0.25624
-0.40166,0.15468
-0.41251,0.1378
0.14044,0.12917
-0.25541,0.32636
-0.023334,0.1241
0.46989,0.35221
-0.33445,0.1744
-0.25844,0.1467
-0.43503,0.15025
